,Name of movie,Year of relase,Watchtime,Movie Rating,Metascore,Vote,Gross,Description,Director,Stars
269,Soorarai Pottru,2020,153,8.7,^^^^^^,"118,063",*****,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",Sudha Kongara,"['Suriya', 'Prakash Belawadi', 'Aparna Balamurali', 'Paresh Rawal']"
270,Hố Đen Tử Thần,2014,169,8.6,74,"1,855,005",$188.02M,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,Christopher Nolan,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Mackenzie Foy']"
271,7 Tội Lỗi Chết Người,1995,127,8.6,65,"1,665,700",$100.13M,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",David Fincher,"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey', 'Andrew Kevin Walker']"
272,Sự Im Lặng Của Bầy Cừu,1991,118,8.6,85,"1,442,748",$130.74M,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins', 'Lawrence A. Bonney', 'Kasi Lemmons']"
273,Giải Cứu Binh Nhì Ryan,1998,169,8.6,91,"1,400,988",$216.54M,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Steven Spielberg,"['Tom Hanks', 'Matt Damon', 'Tom Sizemore', 'Edward Burns']"
274,Dặm Xanh,1999,189,8.6,61,"1,311,589",$136.80M,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",Frank Darabont,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt']"
275,Cuộc Sống Tươi Đẹp,1997,116,8.6,59,"700,475",$57.60M,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",Roberto Benigni,"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano']"
276,Thành Phố Của Chúa,2002,130,8.6,79,"761,334",$7.56M,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","Directors:Fernando Meirelles, Kátia Lund","['Alexandre Rodrigues', 'Leandro Firmino', 'Matheus Nachtergaele', 'Phellipe Haagensen']"
277,Cuộc Sống Tươi Đẹp,1946,130,8.6,89,"466,123",*****,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,Frank Capra,"['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell']"
278,Bảy Võ Sĩ Đạo,1954,207,8.6,98,"348,346",$0.27M,"Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him.",Akira Kurosawa,"['Toshirô Mifune', 'Takashi Shimura', 'Keiko Tsushima', 'Yukiko Shimazaki']"
279,Sita Ramam,2022,163,8.6,^^^^^^,"55,375",*****,"An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her.",Hanu Raghavapudi,"['Dulquer Salmaan', 'Mrunal Thakur', 'Rashmika Mandanna', 'Sumanth']"
280,Seppuku,1962,133,8.6,85,"58,775",*****,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",Masaki Kobayashi,"['Tatsuya Nakadai', 'Akira Ishihama', 'Shima Iwashita', 'Tetsurô Tanba']"
281,Tay Trống Cự Phách,2014,106,8.5,89,"875,581",$13.09M,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser']"
282,Ký Sinh Trùng,2019,132,8.5,96,"819,371",$53.37M,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Bong Joon Ho,"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-sik']"
283,Võ Sĩ Giác Đấu,2000,155,8.5,67,"1,511,029",$187.71M,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']"
284,Điệp Vụ Boston,2006,151,8.5,85,"1,334,299",$132.38M,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,Martin Scorsese,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg']"
285,Léon: Sát Thủ Chuyên Nghiệp,1994,110,8.5,64,"1,170,168",$19.50M,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",Luc Besson,"['Jean Reno', 'Gary Oldman', 'Natalie Portman', 'Danny Aiello']"
286,Ảo Thuật Gia Đấu Trí,2006,130,8.5,66,"1,342,825",$53.09M,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",Christopher Nolan,"['Christian Bale', 'Hugh Jackman', 'Scarlett Johansson', 'Michael Caine']"
287,Lời Sấm Truyền,1979,147,8.5,94,"672,657",$83.47M,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,Francis Ford Coppola,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall', 'Frederic Forrest']"
288,Vua Sư Tử,1994,88,8.5,88,"1,066,590",$422.78M,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Directors:Roger Allers, Rob Minkoff","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg']"
289,Nghi Phạm Vô Hình,1995,106,8.5,77,"1,091,590",$23.34M,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",Bryan Singer,"['Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri', 'Stephen Baldwin']"
290,Lịch Sử Mĩ Thế Kỉ X,1998,119,8.5,62,"1,129,259",$6.72M,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,Tony Kaye,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Jennifer Lien']"
291,Nghệ Sĩ Dương Cầm,2002,150,8.5,85,"839,482",$32.57M,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Emilia Fox']"
292,Chuyện Tình Thế Chiến,1942,102,8.5,100,"575,656",$1.02M,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,Michael Curtiz,"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains']"
293,Những Kẻ Bên Lề,2011,112,8.5,57,"866,085",$13.18M,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Directors:Olivier Nakache, Éric Toledano","['François Cluzet', 'Omar Sy', 'Anne Le Ny', 'Audrey Fleurot']"
294,Mộ Đom Đóm,1988,89,8.5,94,"280,848",*****,A young boy and his little sister struggle to survive in Japan during World War II.,Isao Takahata,"['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Akemi Yamaguchi', 'Yoshiko Shinohara']"
295,Rạp Chiếu Bóng Thiên Đường,1988,155,8.5,80,"263,740",$11.99M,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,Giuseppe Tornatore,"['Philippe Noiret', 'Enzo Cannavale', 'Antonella Attili', 'Isa Danieli']"
296,Thời Hiện Đại,1936,87,8.5,96,"244,767",$0.16M,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Charles Chaplin,"['Charles Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford']"
297,Ánh Sáng Đô Thị,1931,87,8.5,99,"186,277",$0.02M,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",Charles Chaplin,"['Charles Chaplin', 'Virginia Cherrill', 'Florence Lee', 'Harry Myers']"
298,96,II 2018,158,8.5,^^^^^^,"32,232",*****,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,C. Prem Kumar,"['Vijay Sethupathi', 'Adithya Bhaskar', 'Trisha Krishnan', 'Gouri Kishan']"
299,Avengers: Hồi Kết,2019,181,8.4,78,"1,145,628",$858.37M,"After the devastating events of Avengers: Cuộc Chiến Vô Cực (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Directors:Anthony Russo, Joe Russo","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth']"
300,Vùng Đất Linh Hồn,2001,125,8.6,96,"771,525",$10.06M,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",Hayao Miyazaki,"['Daveigh Chase', 'Suzanne Pleshette', 'Miyu Irino', 'Rumi Hiiragi']"
301,Cuộc Sống Tươi Đẹp,1946,130,8.6,89,"466,123",*****,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,Frank Capra,"['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell']"
302,Vua Sư Tử,1994,88,8.5,88,"1,066,590",$422.78M,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Directors:Roger Allers, Rob Minkoff","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg']"
303,Người Nhện: Vũ Trụ Mới,2018,117,8.4,87,"539,908",$190.24M,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","Directors:Bob Persichetti, Peter Ramsey, Rodney Rothman","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali']"
304,Coco: Hội Ngộ Diệu Kỳ,I 2017,105,8.4,81,"517,136",$209.73M,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Directors:Lee Unkrich, Adrian Molina","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach']"
305,Rô-bốt Biết Yêu,2008,98,8.4,95,"1,124,269",$223.81M,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard']"
306,Vút Bay,2009,96,8.3,88,"1,051,952",$293.00M,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Directors:Pete Docter, Bob Peterson","['Edward Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer']"
307,Câu Chuyện Đồ Chơi,1995,81,8.3,96,"1,001,336",$191.80M,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']"
308,Câu Chuyện Đồ Chơi 3,2010,103,8.3,92,"842,383",$415.00M,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty']"
309,Cậu Bé Đặc Biệt,2007,165,8.3,^^^^^^,"195,214",$1.22M,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","Directors:Aamir Khan, Amole Gupte","['Darsheel Safary', 'Aamir Khan', 'Tisca Chopra', 'Vipin Sharma']"
310,Đứa Trẻ,1921,68,8.3,^^^^^^,"127,650",$5.45M,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",Charles Chaplin,"['Charles Chaplin', 'Edna Purviance', 'Jackie Coogan', 'Carl Miller']"
311,Lâu Đài Di Động Của Howl,2004,119,8.2,80,"401,003",$4.71M,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Hayao Miyazaki,"['Chieko Baisho', 'Takuya Kimura', 'Tatsuya Gashûin', 'Akihiro Miwa']"
312,Những Mảnh Ghép Cảm Xúc,I 2015,95,8.2,94,"721,547",$356.46M,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","Directors:Pete Docter, Ronnie Del Carmen","['Amy Poehler', 'Bill Hader', 'Lewis Black', 'Mindy Kaling']"
313,Đi Tìm Nemo,2003,100,8.2,90,"1,051,316",$380.84M,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","Directors:Andrew Stanton, Lee Unkrich","['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']"
314,Klaus - Câu Chuyện Giáng Sinh,2019,96,8.2,65,"161,675",*****,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.","Directors:Sergio Pablos, Carlos Martínez López","['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Will Sasso']"
315,Những Đứa Trẻ Thiên Đường,1997,89,8.2,77,"75,495",$0.93M,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Majid Majidi,"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi']"
316,Cha Và Con Của Tôi,2005,112,8.2,^^^^^^,"87,247",*****,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,Çagan Irmak,"['Çetin Tekindor', 'Fikret Kuskan', 'Hümeyra', 'Ege Tanman']"
317,Harry Potter và Bảo Bối Tử Thần: Phần 2,2011,130,8.1,85,"884,208",$381.01M,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",David Yates,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon']"
318,Chú Chuột Đầu Bếp,2007,111,8.1,96,"747,459",$206.45M,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"Directors:Brad Bird, Jan Pinkava","['Brad Garrett', 'Lou Romano', 'Patton Oswalt', 'Ian Holm']"
319,Phù Thủy Xứ Oz,1939,102,8.1,92,"404,659",$2.08M,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.","Directors:Victor Fleming, George Cukor, Mervyn LeRoy, Norman Taurog, Richard Thorpe, King Vidor","['Judy Garland', 'Frank Morgan', 'Ray Bolger', 'Bert Lahr']"
